id,no_register,peminjam,email,kegiatan,no_hak,jenis_hak,desa,kecamatan,no_su,no_warkah,no_ht,status,catatan,tgl_pengajuan,tgl_update,created_by,created_at,updated_at,tipe,dikonfirmasi_oleh,tgl_konfirmasi,no_berkas_pnbp,tahun,jenis_peminjaman,file_pengamanan_url
8a48f2be-5faa-475d-aef9-97fcaa33eec6,REG-2026-15600,PRIORITAS — DISTA,prioritas@gmail.com,SKPT,641,HM,Tangki,Taman Sari,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 03:33:37.775487+00,2026-06-17 04:28:30.379+00,prioritas,2026-06-17 03:33:37.775487+00,2026-06-17 04:28:30.385347+00,register,Agus Ajat,2026-06-17 04:28:30.379+00,,,BT,
f698a3c2-0ac8-4b59-b284-f0e8ee4a0f11,REG-2026-53340,PRIORITAS — DANNY,prioritas@gmail.com,ROYA,11990,HM,Cengkareng Barat,Cengkareng,,,7472/2018,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 03:44:27.320787+00,2026-06-17 04:28:30.33+00,prioritas,2026-06-17 03:44:27.320787+00,2026-06-17 04:28:30.333924+00,register,Agus Ajat,2026-06-17 04:28:30.33+00,,,BT & HT,
6cba60c1-a03e-44c4-a791-c0018ffd5a6b,REG-2026-16090,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,9415,HM,Kembangan Utara,Kembangan,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 03:49:30.694937+00,2026-06-17 08:53:58.24+00,kuasa,2026-06-17 03:49:30.694937+00,2026-06-17 08:53:58.245862+00,register,Agus Ajat,2026-06-17 08:53:58.24+00,,,BT,
f7ed6d9a-d768-43f9-bfd0-ed30e98b13e6,REG-2026-50480,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,12619,HM,Semanan,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 04:00:44.144726+00,2026-06-17 08:53:58.085+00,kuasa,2026-06-17 04:00:44.144726+00,2026-06-17 08:53:58.090169+00,register,Agus Ajat,2026-06-17 08:53:58.085+00,,,BT,
e1696992-cbeb-4482-8152-8588731765b0,REG-2026-50481,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,11524,HM,Duri Kosambi,Cengkareng,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 04:00:44.144726+00,2026-06-17 08:53:58.138+00,kuasa,2026-06-17 04:00:44.144726+00,2026-06-17 08:53:58.143609+00,register,Agus Ajat,2026-06-17 08:53:58.138+00,,,BT,
ef7a3ae7-bc3d-4f32-9574-1b9f93fcd905,REG-2026-504810,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,2937,HMSRS,Kembangan Selatan,Kembangan,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 04:00:44.144726+00,2026-06-17 08:53:57.697+00,kuasa,2026-06-17 04:00:44.144726+00,2026-06-17 08:53:57.703027+00,register,Agus Ajat,2026-06-17 08:53:57.697+00,,,BT,
3d2f2e19-0871-4871-ae1a-5fa582ca6581,REG-2026-504811,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,15457,HMSRS,Tanjung Duren Selatan,Grogol Petamburan,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 04:00:44.144726+00,2026-06-17 08:53:57.865+00,kuasa,2026-06-17 04:00:44.144726+00,2026-06-17 08:53:57.870785+00,register,Agus Ajat,2026-06-17 08:53:57.865+00,,,BT,
b10158f2-782d-4999-aec1-b06e7cb999f2,REG-2026-50482,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,1627,HM,Duri Kepa,Kebon Jeruk,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 04:00:44.144726+00,2026-06-17 08:53:57.601+00,kuasa,2026-06-17 04:00:44.144726+00,2026-06-17 08:53:57.606833+00,register,Agus Ajat,2026-06-17 08:53:57.601+00,,,BT,
c6a47206-e4a5-45bb-a9b4-5a4e0d031d93,REG-2026-50483,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,172,HM,Duri Selatan,Tambora,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 04:00:44.144726+00,2026-06-17 08:53:58.188+00,kuasa,2026-06-17 04:00:44.144726+00,2026-06-17 08:53:58.195868+00,register,Agus Ajat,2026-06-17 08:53:58.188+00,,,BT,
6ef63bde-6ab9-418d-abcf-c55a79f95b63,REG-2026-50484,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,2831,HM,Palmerah,Palmerah,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 04:00:44.144726+00,2026-06-17 08:53:57.977+00,kuasa,2026-06-17 04:00:44.144726+00,2026-06-17 08:53:57.981862+00,register,Agus Ajat,2026-06-17 08:53:57.977+00,,,BT,
37e26893-29e9-4f82-9bed-d5eceee6c7c6,REG-2026-50485,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,2988,HGB,Pekojan,Tambora,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 04:00:44.144726+00,2026-06-17 08:53:57.649+00,kuasa,2026-06-17 04:00:44.144726+00,2026-06-17 08:53:57.654898+00,register,Agus Ajat,2026-06-17 08:53:57.649+00,,,BT,
63f67dfe-b6df-4521-8c16-1ad9708ae4c9,REG-2026-50486,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,617,HM,Krendang,Tambora,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 04:00:44.144726+00,2026-06-17 08:53:57.926+00,kuasa,2026-06-17 04:00:44.144726+00,2026-06-17 08:53:57.932669+00,register,Agus Ajat,2026-06-17 08:53:57.926+00,,,BT,
bbbd0a35-9aa6-48df-9a43-d187fa8ebe1e,REG-2026-50487,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,9501,HM,Duri Kepa,Kebon Jeruk,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 04:00:44.144726+00,2026-06-17 08:53:58.034+00,kuasa,2026-06-17 04:00:44.144726+00,2026-06-17 08:53:58.040526+00,register,Agus Ajat,2026-06-17 08:53:58.034+00,,,BT,
58e7ef54-35c8-4b97-b6ee-ef29eeb7cbea,REG-2026-50488,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,10935,HMSRS,Tanjung Duren Selatan,Grogol Petamburan,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 04:00:44.144726+00,2026-06-17 08:53:57.75+00,kuasa,2026-06-17 04:00:44.144726+00,2026-06-17 08:53:57.756574+00,register,Agus Ajat,2026-06-17 08:53:57.75+00,,,BT,
b5f37d8c-3ece-4fb8-bbc5-904c9269acfc,REG-2026-50489,KUASA — ARIF,kuasa@gmail.com,PERALIHAN HAK JUAL BELI,14314,HMSRS,Tanjung Duren Selatan,Grogol Petamburan,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 04:00:44.144726+00,2026-06-17 08:53:57.801+00,kuasa,2026-06-17 04:00:44.144726+00,2026-06-17 08:53:57.808361+00,register,Agus Ajat,2026-06-17 08:53:57.801+00,,,BT,
d8d1df4a-b011-4851-92d4-fcbb03c5ba21,REG-2026-83160,PRIORITAS — DANNY,prioritas@gmail.com,PENGUKURAN ULANG DAN PEMETAAN KADASTRAL,7080,HM,Kalideres,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 04:08:10.313757+00,2026-06-17 04:28:30.284+00,prioritas,2026-06-17 04:08:10.313757+00,2026-06-17 04:28:30.285177+00,register,Agus Ajat,2026-06-17 04:28:30.284+00,,,BT,
28c9361f-5bd9-4cb7-8625-734227c36235,REG-2026-49520,PRIORITAS — DANNY,prioritas@gmail.com,GANTI BLANKO / RUSAK,8857,HM,Meruya Utara,Kembangan,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 04:12:56.95233+00,2026-06-17 04:28:30.235+00,prioritas,2026-06-17 04:12:56.95233+00,2026-06-17 04:28:30.236913+00,register,Agus Ajat,2026-06-17 04:28:30.235+00,,,BT,
afe77c25-a65f-4e48-88cb-13d941d2daf0,REG-2026-07120,PRIORITAS — DISTA,prioritas@gmail.com,GANTI BLANKO / RUSAK,9774,HM,Cengkareng Timur,Cengkareng,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 04:20:06.949805+00,2026-06-17 04:28:30.17+00,prioritas,2026-06-17 04:20:06.949805+00,2026-06-17 04:28:30.179844+00,register,Agus Ajat,2026-06-17 04:28:30.17+00,,,BT,
2ed62606-5967-4f5d-b82c-9069951fe7a3,REG-2026-53430,PRIORITAS — DANNY,prioritas@gmail.com,ROYA,1972,HGB,Pinangsia,Taman Sari,,,8118/2007;8846/2010;960/2013;11314/2015,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 04:26:56.76443+00,2026-06-17 05:06:44.418+00,prioritas,2026-06-17 04:26:56.76443+00,2026-06-17 05:06:44.423622+00,register,Agus Ajat,2026-06-17 05:06:44.418+00,,,BT & HT,
084251db-9205-40b2-a413-8ff907b5c215,REG-2026-89980,PHP — SATAL (20096/2026),kuasa@gmail.com,PERMOHONAN SK,2662,HGB,Roa Malaka,Tambora,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 04:28:19.075944+00,2026-06-17 08:53:57.552+00,kuasa,2026-06-17 04:28:19.075944+00,2026-06-17 08:53:57.558358+00,register,Agus Ajat,2026-06-17 08:53:57.552+00,,,BT,
8122aed2-11f3-412f-b553-7214a5d197bd,REG-2026-15100,PRIORITAS — DANNY,prioritas@gmail.com,ROYA,3084,HGB,Pinangsia,Taman Sari,,,5248/2016,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 04:29:41.530765+00,2026-06-17 05:06:44.337+00,prioritas,2026-06-17 04:29:41.530765+00,2026-06-17 05:06:44.352423+00,register,Agus Ajat,2026-06-17 05:06:44.337+00,,,BT & HT,
89f6d341-0ba4-4459-a90a-fff379ee3d8a,REG-2026-51030,PHP — SATAL (33506/2026),kuasa@gmail.com,PERMOHONAN SK,647,HGB,Jembatan Besi,Tambora,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 04:30:05.200308+00,2026-06-17 08:53:57.504+00,kuasa,2026-06-17 04:30:05.200308+00,2026-06-17 08:53:57.510793+00,register,Agus Ajat,2026-06-17 08:53:57.504+00,,,BT,
b2c6fdd4-243d-473d-bfce-99465ee6200a,REG-2026-37320,PHP — Hendra,php@gmail.com,PENGHAPUSAN BPHTB,14154,HM,Duri Kosambi,Cengkareng,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 04:35:25.41165+00,2026-06-17 08:54:17.567+00,php,2026-06-17 04:35:25.41165+00,2026-06-17 08:54:17.575665+00,register,Agus Ajat,2026-06-17 08:54:17.567+00,,,BT,
3d867db5-8080-4026-80b5-01eaf5a86cec,REG-2026-37321,PHP — Hendra,php@gmail.com,PENGHAPUSAN BPHTB,01877,HGB,Jembatan Lima,Tambora,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 04:35:25.41165+00,2026-06-17 08:54:17.626+00,php,2026-06-17 04:35:25.41165+00,2026-06-17 08:54:17.629989+00,register,Agus Ajat,2026-06-17 08:54:17.626+00,,,BT,
cda0366e-dc0d-4260-b36f-1c0af019561a,REG-2026-37322,PHP — Hendra,php@gmail.com,PENGHAPUSAN BPHTB,03533,HGB,Tanah Sereal,Tambora,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 04:35:25.41165+00,2026-06-17 08:54:17.676+00,php,2026-06-17 04:35:25.41165+00,2026-06-17 08:54:17.682003+00,register,Agus Ajat,2026-06-17 08:54:17.676+00,,,BT,
d94bdafc-f9f8-4fda-86a3-c134f0f1ca24,REG-2026-46310,PRIORITAS — DISTA,prioritas@gmail.com,PENGHAPUSAN BPHTB,02832,HGB,Kebon Jeruk,Kebon Jeruk,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 04:36:50.880526+00,2026-06-17 04:45:58.179+00,prioritas,2026-06-17 04:36:50.880526+00,2026-06-17 04:45:58.198259+00,register,Agus Ajat,2026-06-17 04:45:58.179+00,,,BT,
263a9987-dc1e-459f-898b-bd9aa3f8dc6a,REG-2026-39190,KUASA — RIKI,kuasa@gmail.com,PEMECAHAN BIDANG,4522,HM,Kembangan Selatan,Kembangan,199/2008,,,Sudah Dikembalikan,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 05:05:59.850492+00,2026-06-19 04:16:41.274+00,kuasa,2026-06-17 05:05:59.850492+00,2026-06-19 04:16:41.261313+00,register,Agus Ajat,2026-06-18 04:05:23.468+00,,,BT & SU,
3b8d2e26-e978-49ec-82aa-4b71ab043566,REG-2026-37010,KUASA — RIKI,kuasa@gmail.com,PEMECAHAN BIDANG,05666,HM,Semanan,Kalideres,1753/1999,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 05:07:08.529303+00,2026-06-18 04:05:23.368+00,kuasa,2026-06-17 05:07:08.529303+00,2026-06-18 04:05:23.377952+00,register,Agus Ajat,2026-06-18 04:05:23.368+00,,,BT & SU,
ccbf3eaa-4c06-4423-a14d-6ad27782c174,REG-2026-36650,KUASA — RIKI,kuasa@gmail.com,PEMECAHAN BIDANG,2412,HM,Kamal,Kalideres,6403/1999,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 05:08:28.513423+00,2026-06-18 04:05:23.264+00,kuasa,2026-06-17 05:08:28.513423+00,2026-06-18 04:05:23.270527+00,register,Agus Ajat,2026-06-18 04:05:23.264+00,,,BT & SU,
ee61e8ea-ed04-463f-95e8-afd0e5c0d5d3,REG-2026-70430,KUASA — RIKI,kuasa@gmail.com,PEMECAHAN BIDANG,536,HM,Kota Bambu Selatan,Palmerah,219/2011,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 05:09:12.212815+00,2026-06-18 04:05:23.169+00,kuasa,2026-06-17 05:09:12.212815+00,2026-06-18 04:05:23.17453+00,register,Agus Ajat,2026-06-18 04:05:23.169+00,,,BT & SU,
008aa560-f67b-4570-9114-62061c87154e,REG-2026-07170,KUASA — RIKI,kuasa@gmail.com,PEMISAHAN BIDANG,8527,HGB,Cengkareng Timur,Cengkareng,272/2007,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 05:10:15.541836+00,2026-06-18 04:05:23.07+00,kuasa,2026-06-17 05:10:15.541836+00,2026-06-18 04:05:23.076358+00,register,Agus Ajat,2026-06-18 04:05:23.07+00,,,BT & SU,
5b20f45a-0955-4e5b-ac16-2929868ecd0a,REG-2026-79510,KUASA — RIKI,kuasa@gmail.com,PEMECAHAN BIDANG,9508,HM,Kamal,Kalideres,2005/1999,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 05:11:12.793218+00,2026-06-18 04:05:22.964+00,kuasa,2026-06-17 05:11:12.793218+00,2026-06-18 04:05:22.970072+00,register,Agus Ajat,2026-06-18 04:05:22.964+00,,,BT & SU,
0e110145-fc34-4802-86bd-2f0b434d0ee0,REG-2026-91710,KUASA — RIKI,kuasa@gmail.com,PEMECAHAN BIDANG,16196,HM,Duri Kosambi,Cengkareng,4830/2025,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 05:12:34.017306+00,2026-06-18 04:05:22.865+00,kuasa,2026-06-17 05:12:34.017306+00,2026-06-18 04:05:22.871207+00,register,Agus Ajat,2026-06-18 04:05:22.865+00,,,BT & SU,
8da8c3b6-6767-412c-859d-c4117d80719e,REG-2026-50460,KUASA — RIKI,kuasa@gmail.com,PEMECAHAN BIDANG,11681,HM,Rawa Buaya,Cengkareng,1703/2018,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 05:13:49.886439+00,2026-06-18 04:05:22.756+00,kuasa,2026-06-17 05:13:49.886439+00,2026-06-18 04:05:22.774414+00,register,Agus Ajat,2026-06-18 04:05:22.756+00,,,BT & SU,
87e21533-b2c3-455c-8dbe-3fe00a1f9c2a,REG-2026-44890,KUASA — RIKI,kuasa@gmail.com,PEMECAHAN BIDANG,10166,HM,Meruya Utara,Kembangan,689/2016,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 05:14:49.329494+00,2026-06-18 04:05:22.65+00,kuasa,2026-06-17 05:14:49.329494+00,2026-06-18 04:05:22.654967+00,register,Agus Ajat,2026-06-18 04:05:22.65+00,,,BT & SU,
10376116-dfad-4997-927e-2658e9801bad,REG-2026-95930,KUASA — LOKET ARIF,ajat@gmail.com,PERALIHAN HAK JUAL BELI,14363,HM,Pegadungan,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 06:33:08.069297+00,2026-06-17 08:53:57.403+00,agusajat,2026-06-17 06:33:08.069297+00,2026-06-17 08:53:57.408744+00,register,Agus Ajat,2026-06-17 08:53:57.403+00,,,BT,
8b57932e-33ca-4682-af73-97b0928146a8,REG-2026-95931,KUASA — LOKET ARIF,ajat@gmail.com,PERALIHAN HAK JUAL BELI,3804,HM,Kalideres,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 06:33:08.069297+00,2026-06-17 08:53:57.455+00,agusajat,2026-06-17 06:33:08.069297+00,2026-06-17 08:53:57.459614+00,register,Agus Ajat,2026-06-17 08:53:57.455+00,,,BT,
94a4b114-f070-486b-aa6a-c8c9592911ed,REG-2026-57770,PHP — Hendra,php@gmail.com,PENGHAPUSAN BPHTB,08089,HM,Kapuk,Cengkareng,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 06:35:47.471146+00,2026-06-17 08:07:45.419+00,php,2026-06-17 06:35:47.471146+00,2026-06-17 08:07:45.439705+00,register,Agus Ajat,2026-06-17 08:07:45.419+00,,,BT,
aa1fbab8-36fa-4c01-950a-821968ae759d,REG-2026-57771,PHP — Hendra,php@gmail.com,PENGHAPUSAN BPHTB,03354,HGB,Pekojan,Tambora,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 06:35:47.471146+00,2026-06-17 08:07:45.465+00,php,2026-06-17 06:35:47.471146+00,2026-06-17 08:07:45.485419+00,register,Agus Ajat,2026-06-17 08:07:45.465+00,,,BT,
7f317ada-6d64-48bd-972a-508fdc0d698f,REG-2026-10640,PRIORITAS — DANNY,prioritas@gmail.com,ROYA,3619,HM,Cengkareng Timur,Cengkareng,,,377/2020,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 06:39:11.222623+00,2026-06-17 08:07:45.372+00,prioritas,2026-06-17 06:39:11.222623+00,2026-06-17 08:07:45.392884+00,register,Agus Ajat,2026-06-17 08:07:45.372+00,,,BT & HT,
68dacb17-e43e-4fb8-a114-32ca72ce6749,REG-2026-54860,PRIORITAS — DISTA,prioritas@gmail.com,PENGHAPUSAN BPHTB,02369,HGB,Jatipulo,Palmerah,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 06:47:25.508957+00,2026-06-17 08:07:45.323+00,prioritas,2026-06-17 06:47:25.508957+00,2026-06-17 08:07:45.34532+00,register,Agus Ajat,2026-06-17 08:07:45.323+00,,,BT,
a56d8a05-4ddb-47be-834a-ce2d6ec41de8,REG-2026-66460,KUASA — LOKET OJAN,ajat@gmail.com,SKPT,1328,HGB,Tangki,Taman Sari,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 06:57:30.325675+00,2026-06-17 08:07:45.214+00,agusajat,2026-06-17 06:57:30.325675+00,2026-06-17 08:07:45.234869+00,register,Agus Ajat,2026-06-17 08:07:45.214+00,,,BT,
aa28f1c9-8381-4731-958c-acb67833f1eb,REG-2026-66461,KUASA — LOKET OJAN,ajat@gmail.com,SKPT,1329,HGB,Tangki,Taman Sari,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 06:57:30.325675+00,2026-06-17 08:07:45.276+00,agusajat,2026-06-17 06:57:30.325675+00,2026-06-17 08:07:45.297488+00,register,Agus Ajat,2026-06-17 08:07:45.276+00,,,BT,
181bc01d-3c4c-4b6d-bb25-87aff89d68d5,REG-2026-97710,PRIORITAS — DANNY,prioritas@gmail.com,PENGHAPUSAN BPHTB,7556,HGB,Wijaya Kusuma,Grogol Petamburan,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 07:04:19.962197+00,2026-06-17 08:53:57.351+00,prioritas,2026-06-17 07:04:19.962197+00,2026-06-17 08:53:57.357094+00,register,Agus Ajat,2026-06-17 08:53:57.351+00,,,BT,
e9681cbd-0511-47d5-a1aa-fcb3a48011cd,REG-2026-67270,PRIORITAS — DISTA,prioritas@gmail.com,PERALIHAN HAK WARIS,01096,HGB,Kota Bambu Selatan,Palmerah,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 07:09:36.795178+00,2026-06-17 08:53:57.298+00,prioritas,2026-06-17 07:09:36.795178+00,2026-06-17 08:53:57.304911+00,register,Agus Ajat,2026-06-17 08:53:57.298+00,,,BT,
3cdd8d57-e3ab-415a-98c0-1914c334d144,REG-2026-49030,KUASA — LOKET RIKI,ajat@gmail.com,PEMECAHAN BIDANG,6599,HM,Rawa Buaya,Cengkareng,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 07:10:33.481147+00,2026-06-18 04:05:22.554+00,agusajat,2026-06-17 07:10:33.481147+00,2026-06-18 04:05:22.558449+00,register,Agus Ajat,2026-06-18 04:05:22.554+00,,,BT & SU,
538ba982-7e4b-4fa9-b938-0874e08cad9f,REG-2026-68540,KUASA — LOKET OJAN,ajat@gmail.com,SKPT,2992,HGB,Kapuk,Cengkareng,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 07:24:25.824011+00,2026-06-17 08:53:57.25+00,agusajat,2026-06-17 07:24:25.824011+00,2026-06-17 08:53:57.255405+00,register,Agus Ajat,2026-06-17 08:53:57.25+00,,,BT,
5e30102e-bc20-4cb0-91a7-a48c6a529d68,REG-2026-91390,PHP — Saraya,php@gmail.com,SKPT,15913,HM,Duri Kosambi,Cengkareng,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 07:31:30.834251+00,2026-06-17 08:07:45.104+00,php,2026-06-17 07:31:30.834251+00,2026-06-17 08:07:45.124519+00,register,Agus Ajat,2026-06-17 08:07:45.104+00,,,BT,
ad3f4572-e5ce-4efe-8a51-de320d1b1413,REG-2026-91391,PHP — Saraya,php@gmail.com,SKPT,9592,HM,Meruya Selatan,Kembangan,,,,Sudah Dikembalikan,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 07:31:30.834251+00,2026-06-18 07:59:39.075+00,php,2026-06-17 07:31:30.834251+00,2026-06-18 07:59:39.105396+00,register,Agus Ajat,2026-06-17 08:07:45.149+00,,,BT,
f327fadd-a6f2-4b15-8123-f82199ecacc8,REG-2026-94150,PRIORITAS — DISTA,prioritas@gmail.com,PEMECAHAN BIDANG,11533,HM,Semanan,Kalideres,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 07:34:29.49588+00,2026-06-17 08:07:45.055+00,prioritas,2026-06-17 07:34:29.49588+00,2026-06-17 08:07:45.075821+00,register,Agus Ajat,2026-06-17 08:07:45.055+00,,,BT,
dbae90bb-3a35-41ad-aae4-490948d44452,REG-2026-83080,PRIORITAS — DANNY,prioritas@gmail.com,PERMOHONAN SK,214,HP,Cengkareng Barat,Cengkareng,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 07:44:38.503002+00,2026-06-17 08:07:44.951+00,prioritas,2026-06-17 07:44:38.503002+00,2026-06-17 08:07:44.989477+00,register,Agus Ajat,2026-06-17 08:07:44.951+00,,,BT,
5f8347b9-52a6-4e97-8995-88fa0db7e28b,REG-2026-49280,KUASA — LOKET ENO,ajat@gmail.com,PERPANJANGAN HGB,732,HGB,Palmerah,Palmerah,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 08:06:53.562527+00,2026-06-19 10:27:30.367+00,agusajat,2026-06-17 08:06:53.562527+00,2026-06-19 10:27:30.368115+00,register,Agus Ajat,2026-06-19 10:27:30.367+00,,,BT,
f880816a-6b8d-4ef0-9634-81fb5d22e6a8,REG-2026-30430,KUASA — RIA OKTAVIANTI,kuasa@gmail.com,GANTI BLANKO / RUSAK,8051,HGB,Duri Kosambi,Cengkareng,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 08:14:43.876283+00,2026-06-17 08:53:57.04+00,kuasa,2026-06-17 08:14:43.876283+00,2026-06-17 08:53:57.051821+00,register,Agus Ajat,2026-06-17 08:53:57.04+00,,,BT,
f820f926-28d7-470e-b266-eb53ce2e28af,REG-2026-30431,KUASA — RIA OKTAVIANTI,kuasa@gmail.com,GANTI BLANKO / RUSAK,8057,HGB,Duri Kosambi,Cengkareng,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 08:14:43.876283+00,2026-06-17 08:53:57.1+00,kuasa,2026-06-17 08:14:43.876283+00,2026-06-17 08:53:57.106247+00,register,Agus Ajat,2026-06-17 08:53:57.1+00,,,BT,
07ceb65e-9a29-48ec-8aa7-3f6909154b04,REG-2026-30432,KUASA — RIA OKTAVIANTI,kuasa@gmail.com,GANTI BLANKO / RUSAK,8053,HGB,Duri Kosambi,Cengkareng,,,,Sedang Dipinjam,Dikonfirmasi & diambil oleh peminjam — Agus Ajat,2026-06-17 08:14:43.876283+00,2026-06-17 08:53:57.15+00,kuasa,2026-06-17 08:14:43.876283+00,2026-06-17 08:53:57.156362+00,register,Agus Ajat,2026-06-17 08:53:57.15+00,,,BT,
